"preusuel";"sexratio_prenom";"n"
"sofienne";1;50
"sofija";0;61
"sofines";0;21
"sofiya";0;102
"sofya";0;376
"sofyan";1;526
"sofyane";1;339
"sofyann";1;41
"sofyen";1;101
"sofyene";1;33
"sogane";0;23
"soha";0;298
"sohad";0;45
"sohaib";1;375
"sohaïb";1;69
"sohail";1;150
"sohaila";0;43
"sohalia";0;60
"soham";1;199
"sohan";0,992622518882839;5693
"sohana";0;134
"sohane";0,066880684858213;1869
"sohann";0,929778933680104;769
"sohanna";0;51
"sohanne";0;244
"sohayb";1;236
"sohayl";1;57
"sohayla";0;40
"soheib";1;206
"soheil";1;334
"soheïl";1;49
"soheila";0;85
"soheïla";0;20
"sohel";1;315
"sohela";0;28
"sohen";1;134
"soheyb";1;69
"soheyl";1;100
"soheyla";0;26
"sohil";1;41
"sohila";0;42
"soifia";0;55
"soig";1;42
"soilha";0;51
"soilihi";1;40
"soireba";1;22
"soisic";0;150
"soisick";0;61
"soisik";0;35
"soizic";0,010357432981316;4924
"soïzic";0;34
"soizick";0;409
"soizig";0;187
"soizik";0;103
"sojoud";0;23
"sok";0,571428571428571;70
"sokaina";0;214
"sokaïna";0;40
"sokayna";0;64
"sokhna";0;332
"sokhona";0;53
"sokona";0;418
"sol";0,513513513513513;111
"sola";0,476923076923077;65
"solaiman";1;23
"solaine";0;133
"solal";1;3187
"solan";1;873
"solana";0;160
"solane";0,360759493670886;316
"solange";0,00141998546991612;90846
"solanges";0;69
"solann";1;341
"solanne";0;25
"solano";1;34
"solara";0;54
"solaya";0;23
"solayman";1;71
"solaymane";1;31
"solea";0;207
"soléa";0;136
"soleane";0;240
"soléane";0;208
"soleda";0;164
"soledad";0;771
"soledade";0;26
"soleen";0;37
"soleil";0;54
"soleiman";1;75
"soleina";0;37
"soleine";0;102
"solen";0,0948563794255177;1497
"solena";0;352
"soléna";0;58
"solene";0;559
"solène";0;31170
"solenn";0,0045135406218656;5982
"solenna";0;77
"solenne";0;5122
"solènne";0;21
"solenza";0;26
"solesne";0;21
"soleya";0;39
"soleyman";1;66
"soleymane";1;34
"soleyna";0;22
"soleyne";0;51
"solhan";1;52
"soli";1;21
"solia";0;32
"soliana";0;29
"soliane";0;56
"soliman";1;163
"solimane";1;33
"solin";0;29
"solina";0;89
"soline";0;9121
"solita";0;26
"solivan";1;23
"sollange";0;45
"sollene";0;23
"solly";1;42
"solomon";1;126
"solon";1;20
"soltan";1;56
"soltana";0;140
"soltane";1;80
"solune";0,355932203389831;59
"solveig";0,0154466084620551;1489
"solvene";0;29
"solweig";0;170
"soly";1;29
"solya";0;25
"solyan";1;23
"solyana";0;37
"solyane";0;108
"solyna";0;22
"solyne";0;559
"soma";0,666666666666667;60
"somaia";0;29
"somaly";0;38
"somaya";0;270
"someya";0;35
"somia";0;227
"somiya";0;22
"somya";0;36
"son";1;66
"sona";0;174
"sonali";0;35
"sonam";0,677083333333333;96
"sonay";0;40
"sonda";0;27
"sondes";0;135
"sondess";0;30
"sondos";0;66
"soner";1;228
"songul";0;370
"songül";0;58
"soni";1;161
"sonia";0;83259
"sonie";0;33
"sonita";0;65
"sonja";0;925
"sonni";1;38
"sonnia";0;83
"sonny";0,982612055641422;2588
"sony";0,969429347826087;1472
"sonya";0;807
"sophana";1;21
"sophanie";0;26
"sophany";0;42
"sophea";0;22
"sophia";0;13950
"sophian";1;1021
"sophiana";0;49
"sophiane";0,863888888888889;1080
"sophianne";0;20
"sophie";0,000514226945491944;245028
"sophie-anne";0;137
"sophie-caroline";0;53
"sophie-charlotte";0;143
"sophie-hélène";0;22
"sophie-marie";0;47
"sophien";1;379
"sophiene";1;77
"sophietou";0;20
"sophonie";0;95
"sophy";0;109
"sophya";0;81
"sophyan";1;38
"sopie";0;29
"sora";0,39344262295082;122
"soraia";0;126
"soran";1;41
"sorana";0;26
"sorane";0;42
"soraya";0;9876
"sorayah";0;37
"sorcha";0;22
"sorel";1;178
"sorelle";0;27
"soren";0,990849194729136;2732
"sorën";1;52
"sören";1;331
"sorene";0;41
"sorenn";1;81
"sorenza";0;695
"soreya";0;129
"soria";0;748
"sorian";1;39
"soriana";0;46
"soriane";0,134502923976608;171
"soriba";1;174
"sorin";1;46
"sorina";0;50
"sorine";0;43
"soriya";0;85
"sorona";0;73
"sorraya";0;40
"sory";1;224
"sory-ibrahim";1;21
"sorya";0;351
"soryan";1;65
"soryana";0;36
"soryane";0;69
"sosefo";1;20
"sosso";0;50
"sosthene";0,825471698113208;1060
"sosthène";1;57
"sosthenes";0,881040892193309;269
"sothy";1;26
"souaad";0;199
"souaade";0;26
"souad";0,00807754442649435;3714
"souâd";0;44
"souada";0;21
"souade";0;408
"souadou";0;82
"souaibou";1;46
"souan";1;57
"souana";0;28
"souane";0;94
"souare";0;34
"souareba";1;150
"soubaya";1;82
"soudais";1;30
"soued";0;31
"souela";0;28
"souella";0;22
"soufia";0;189
"soufian";1;670
"soufiane";1;3492
"soufien";1;156
"soufiene";1;134
"soufyan";1;168
"soufyane";1;263
"soufyen";1;48
"souha";0;130
"souhad";0;143
"souhade";0;56
"souhaib";1;307
"souhaïb";1;61
"souhaiel";1;20
"souhail";1;746
"souhaïl";1;139
"souhaila";0;468
"souhaïla";0;80
"souhan";1;28
"souhane";0;47
"souhayb";1;181
"souhayel";1;24
"souhayl";1;473
"souhayla";0;244
"souheib";1;80
"souheil";1;542
"souheïl";1;75
"souheila";0;278
"souheïla";0;42
"souhel";1;58
"souhela";0;70
"souheyb";1;51
"souheyl";1;346
"souheyla";0;119
"souhib";1;23
"souhil";1;376
"souhila";0;962
"souhir";0;205
"souhyl";1;34
"souhyla";0;29
"souila";0;33
"soujoud";0;353
"soujoude";0;33
"soukaina";0;1884
"soukaïna";0;666
"soukamba";0;24
"soukayna";0;751
"soukeina";0;279
"soukeïna";0;67
"soukeyna";0;326
"soukina";0;46
"soulaf";0;57
"soulaima";0;32
"soulaiman";1;106
"soulaimane";1;249
"soulaïmane";1;40
"soulaimen";1;24
"soulaym";1;27
"soulayma";0;35
"soulayman";1;855
"soulaymane";1;563
"soulaymen";1;133
"soulaymene";1;25
"soule";1;29
"soulef";0;276
"souleima";0;32
"souleiman";1;202
"souleïman";1;28
"souleimane";1;212
"souleïmane";1;23
"souleimen";1;49
"souleimene";1;23
"souleman";1;52
"soulemane";1;107
"souleye";1;21
"souleyemane";1;25
"souleym";1;35
"souleyma";0;21
"souleyman";1;1794
"souleymane";1;3311
"souleymen";1;448
"souleymene";1;120
"souleymène";1;33
"souliman";1;181
"soulimane";1;193
"soulimen";1;23
"soultana";0;22
"soulyman";1;39
"soulymane";1;35
"soumaia";0;120
"soumaïa";0;22
"soumaila";1;115
"soumaïla";1;30
"soumaiya";0;45
"soumaya";0;3884
"soumayah";0;38
"soumayya";0;258
"soumayyah";0;38
"soumba";0;21
"soumeiya";0;31
"soumeya";0;1112
"souméya";0;27
"soumeyya";0;84
"soumia";0;1777
"soumicha";0;82
"soumina";0;33
"soumiya";0;347
"soumya";0;365
"souna";0;45
"soundes";0;78
"soundos";0;28
"soundouce";0;114
"soundous";0;445
"soundouss";0;91
"soundousse";0;79
"sounia";0;218
"sounkamba";0;52
"sounna";0;36
"sountou";0;22
"sounya";0;31
"soupaya";1;23
"souphian";1;25
"souphiane";1;54
"soura";0;26
"sourakata";1;24
"souraya";0;337
"souren";1;34
"souria";0;378
"souriya";0,450704225352113;71
"sourour";0;102
"sourya";0,290076335877863;131
"soussaba";0;38
"sovan";1;55
"sovana";0;20
"sovann";0,909465020576132;243
"sovanna";0;36
"sovanny";0;43
"sowan";1;85
"sowann";1;20
"sowen";1;52
"soya";0;42
"soyan";1;54
"soyann";1;41
"spartaco";1;52
"spartacus";1;26
"spencer";1;160
"speranza";0;22
"srdan";1;47
"srdjan";1;31
"srecko";1;29
"sri";0,607843137254902;51
"sriram";1;27
"st";1;61
"stacey";0;359
"staci";0;21
"stacie";0;313
"stacy";0,0164462529671075;5898
"stael";1;34
"staicy";0;147
"stallone";1;41
"stan";1;2854
"stana";0;81
"stane";1;50
"stani";1;56
"stania";0;30
"stanie";0;30
"stanilas";1;29
"stanis";1;361
"stanise";0;113
"stanislas";0,981370020063055;20934
"stanislaus";1;20
"stanislav";1;99
"stanislava";0;117
"stanislaw";1;761
"stanislawa";0,00927971718957137;2263
"stanko";1;25
"stanlay";1;20
"stanley";1;2716
"stanly";1;25
"stann";1;236
"stanny";1;34
"stany";0,950998185117967;551
"stanys";1;32
"stanyslas";1;144
"starky";1;20
"starsky";1;20
"stassy";0;36
"stavros";1;21
"steacy";0;167
"steave";1;33
"steaven";1;34
"steban";1;95
"stecia";0;21
"stecie";0;129
"stecy";0,0311738918655626;2053
"stécy";0;145
"steddy";1;48
"stedy";1;29
"steecy";0;30
"steed";1;125
"steev";1;36
"steeve";1;9978
"steeven";1;3481
"steevens";1;269
"steevenson";1;28
"steeves";1;140
"steevie";1;67
"steevy";1;708
"stefan";1;2748
"stéfan";1;109
"stefana";0;35
"stefane";0,902542372881356;236
"stefani";0;52
"stefania";0;539
"stéfania";0;21
"stefanie";0;390
"stéfanie";0;95
"stefano";1;765
"stéfano";1;34
"stefanu";1;46
"stefany";0;149
"stéfany";0;24
"stefen";1;235
"steffan";1;22
"steffen";1;102
"steffi";0;437
"steffie";0;598
"steffy";0;1077
"stefi";0;34
"stefie";0;38
"stefka";0;36
"stefy";0;85
"steicy";0;72
"stela";0;131
"stelia";0;49
"stelian";1;59
"stelie";0;27
"stelina";0;90
"stélina";0;22
"steline";0;41
"stelio";1;82
"stelios";1;29
"stella";0;16424
"stélla";0;20
"stella-maria";0;76
"stella-marie";0;41
"stella-rose";0;25
"stellan";1;77
"stelle";0;42
"stellia";0;84
"stellie";0;139
"stellina";0;194
"stelline";0;36
"stellio";1;169
"stelly";0;478
"stellya";0;36
"stely";0;36
"stelya";0;21
"stelyna";0;24
"sten";1;94
"steny";1;29
"stepan";1;39
"stephan";0,996820966116151;12897
"stéphan";1;932
"stephana";0;65
"stephane";1;256
"stéphane";0,995862215991679;309586
"stephanette";0;118
"stephania";0;723
"stéphania";0;32
"stephanie";0;203
"stéphanie";0,000226296490309062;238625
"stephann";1;34
"stephanne";0,707317073170732;82
"stephano";1;288
"stéphano";1;23
"stephany";0;387
"stéphany";0;94
"stephen";1;6292
"stéphen";1;224
"stephene";1;34
"stephens";1;25
"stephie";0;464
"stéphie";0;64
"stephy";0;334
"stéphy";0;41
"steren";0;61
"sterenn";0;1090
"stérenn";0;27
"sterna";0;96
"sterna-sarah";0;28
"stessi";0;22
"stessie";0;529
"stessy";0,0382892057026477;2455
"stesy";0;20
"stevan";1;860
"stévan";1;47
"stevana";0;35
"stevane";1;20
"stevann";1;56
"steve";1;21795
"stève";1;415
"stevee";1;26
"steveen";1;67
"steven";1;33246
"stéven";1;52
"steven's";1;21
"stevenn";1;46
"stevens";1;1829
"stevenson";1;117
"steves";1;101
"stevia";0;30
"stevie";0,81326352530541;573
"stevin";1;27
"stevy";0,9375;608
"steward";1;33
"stewart";1;82
"stewen";1;74
"stewens";1;22
"stide";1;26
"stina";0;44
"stiv";1;25
"stive";1;273
"stiven";1;220
"stivens";1;29
"stivy";1;64
"stojan";1;34
"stomy";1;27
"stone";0,549019607843137;102
"stony";1;31
"stoyan";1;103
"stoyann";1;20
"stracy";0;30
"stressy";0;32
"stuart";1;184
"stylian";1;21
"styvan";1;32
"styve";1;223
"styven";1;436
"styvens";1;48
"styves";1;27
"su";0;43
"suad";0,471698113207547;53
"suada";0;35
"suan";1;44
"suat";1;88
"suayip";1;20
"subhan";1;44
"sublime";0;74
"success";0;46
"sude";0;134
"sudem";0;30
"suden";0;21
"sudenaz";0;141
"sudenur";0;42
"sue";0;107
"sue-ellen";0;114
"sueda";0;162
"suela";0;56
"sueli";0;29
"suella";0;23
"suellen";0;32
"suelly";0;37
"suely";0;41
"sueva";0;72
"sufian";1;25
"sufyan";1;94
"suger";1;24
"suhail";1;27
"suhana";0;20
"suhayb";1;60
"suhayl";1;119
"suhayla";0;23
"suheda";0;143
"suheyla";0;87
"sujan";1;22
"sujitha";0;20
"sukaina";0;29
"sukayna";0;62
"sukeyna";0;80
"sukran";0;98
"sukriye";0;27
"sukru";1;114
"sulaiman";1;48
"sulayman";1;323
"sulaymane";1;23
"sule";0;87
"suleiman";1;55
"suleman";1;40
"suleyman";1;878
"süleyman";1;80
"suleymane";1;34
"suliac";1;108
"sulian";1;198
"suliane";0;38
"suliman";1;118
"sulivan";1;628
"sulivane";1;48
"sulivann";1;47
"sullian";1;64
"sulliman";1;125
"sullivan";1;6370
"sullivane";1;22
"sullivann";1;34
"sully";0,98753339269813;2246
"sullyvan";1;1765
"sullyvane";1;38
"sullyvann";1;73
"sulpice";0,640471512770137;509
"sultan";0,225954198473282;655
"sultana";0;265
"sultane";0;47
"suly";1;26
"sulyman";1;37
"sulyvan";1;967
"sulyvane";1;54
"sulyvann";1;69
"sumaya";0;121
"sumayya";0;35
"sumayyah";0;37
"sumeja";0;28
"sumerya";0;32
"sumeya";0;48
"sumeye";0;34
"sumeyra";0;160
"sümeyra";0;25
"sumeyya";0;83
"sumeyye";0;375
"sümeyye";0;81
"summer";0;278
"sun";0,564102564102564;117
"suna";0;220
"sunay";0;22
"sundess";0;24
"sundus";0;40
"sundy";0,23943661971831;142
"sunil";1;38
"sunita";0;70
"sunna";0;33
"sunniva";0;51
"sunny";0,856173677069199;737
"sunshine";0;52
"suny";1;41
"sura";0;75
"suraj";1;30
"suraya";0;35
"surelie";0;23
"suresh";1;25
"sureyya";0;39
"surya";0,217391304347826;184
"susan";0;746
"susana";0;404
"susane";0;35
"susanna";0;106
"susannah";0;21
"susanne";0;568
"susie";0;720
"susy";0;215
"sutharsan";1;25
"suvetha";0;33
"suzan";0,0879120879120879;455
"suzana";0;668
"suzane";0;356
"suzanna";0;659
"suzanne";0,000353505072104638;288539
"suze";0;27
"suzeanne";0;21
"suzel";0;806
"suzele";0;107
"suzelle";0;1053
"suzete";0;20
"suzette";0;8490
"suzi";0;106
"suzie";0;3672
"suzie-lou";0;29
"suzon";0,0323914541695383;1451
"suzy";0;5394
"svea";0;35
"svein";1;24
"sven";1;1231
"svend";1;31
"svenja";0;24
"svenn";1;37
"svetlana";0;879
"sveva";0;27
"swahili";0;22
"swaïly";0;29
"swami";1;26
"swan";0,867027027027027;3700
"swana";0;103
"swane";0;417
"swanie";0;66
"swann";0,702358730697438;5893
"swanna";0;61
"swanne";0;171
"swannie";0;57
"swanny";0,352402745995423;437
"swany";0,628865979381443;388
"sweety";0;24
"swen";0,935185185185185;324
"swenn";1;37
"swetha";0;35
"swetlana";0;31
"swing";0;32
"sy";0;22
"sya";0;103
"syam";0,3;120
"syan";1;77
"syana";0;547
"syane";0;100
"syann";1;26
"syanna";0;130
"syanne";0;24
"syara";0;68
"sybel";0;54
"sybelia";0;39
"sybella";0;93
"sybelle";0;40
"sybellia";0;41
"sybil";0;421
"sybile";0;354
"sybill";0;22
"sybille";0;2943
"syd";1;25
"sydjie";0;21
"sydney";0,418974358974359;1950
"sydonie";0;176
"sydra";0;32
"syed";1;64
"syeda";0;24
"syfax";1;23
"sygrid";0;24
"syham";0;157
"syhame";0;43
"syhana";0;32
"syhem";0;146
"syla";0;25
"sylan";1;53
"sylas";1;131
"sylene";0;69
"sylia";0;779
"sylian";1;71
"syliana";0;34
"syliane";0;36
"sylina";0;22
"sylla";0,5;204
"syllia";0;73
"sylva";0,161194029850746;335
"sylvain";0,999418292135162;135807
"sylvaincine";0;24
"sylvaine";0;9297
"sylvan";1;116
"sylvana";0;1795
"sylvane";0;233
"sylvania";0;25
"sylvanie";0;1279
"sylvanise";0;92
"sylvanna";0;98
"sylvano";1;508
"sylve";1;80
"sylvelie";0;27
"sylveline";0;26
"sylvene";0;103
"sylver";1;272
"sylvere";0,917130144605117;1798
"sylvère";1;110
"sylverine";0;21
"sylverio";1;24
"sylvert";1;118
"sylvester";1;86
"sylvestine";0;135
"sylvestre";0,951382033563672;4052
"sylvestrine";0;24
"sylvette";0;14882
"sylvia";0;21396
"sylvian";1;634
"sylviana";0;309
"sylviane";0;53070
"sylvianne";0;2167
"sylviano";1;40
"sylvie";0,000328976225984736;364768
"sylvie-anne";0;51
"sylvie-marie";0;27
"sylvienne";0;75
"sylvin";1;122
"sylvina";0;336
"sylvine";0;1277
"sylvio";1;1882
"sylvius";1;28
"syméo";1;20
"symeon";1;135
"syméon";1;67
"symon";1;89
"symphonie";0;47
"symphor";1;129
"symphorien";0,922480620155039;387
"symphorienne";0;78
"symphorine";0;29
"syna";0;30
"synda";0;108
"syndel";0;64
"syndelle";0;57
"syndi";0;38
"syndia";0;81
"syndie";0;452
"syndra";0;58
"syndy";0;56
"synthia";0;254
"syntia";0;60
"syntyche";0;30
"syphax";1;114
"syra";0;124
"syria";0;70
"syrian";1;26
"syriana";0;97
"syriane";0;210
"syrianne";0;28
"syriel";0;64
"syrielle";0;367
"syril";1;61
"syrin";0;25
"syrina";0;57
"syrine";0;3892
"syrinne";0;36
"szymon";1;83
"tabara";0;80
"tabata";0;82
"tabatha";0;340
"tabita";0;57
"tabitha";0;97
"taciana";0;72
"tacko";0;206
"taco";0;33
"taddeo";1;42
"tadeg";1;20
"tadek";1;95
"tadelusz";1;22
"tadens";1;20
"tadensz";1;55
"tadeo";1;58
"tadeus";1;175
"tadeusz";1;875
"tadeuz";1;73
"tadjidine";1;23
"tadzio";1;46
"tael";1;21
"tafari";1;23
"taha";1;1218
"tahani";0;56
"tahar";1;1936
"tahel";0;57
"taher";1;119
"tahera";0;68
"tahia";0;99
"tahiana";0;37
"tahicia";0;21
"tahiel";1;26
"tahina";0,110307414104882;553
"tahïna";0;34
"tahir";1;198
"tahira";0;236
"tahirou";1;56
"tahiry";1;113
"tahis";0,41588785046729;214
"tahïs";0,33695652173913;92
"tahissa";0;28
"tahisse";0;23
"tahissia";0;43
"tahitia";0;86
"tahitoa";1;22
"tahlia";0;62
"tahlya";0;21
"tahnee";0;52
"taho";1;329
"tahra";0;128
"tahsin";1;95
"tahyna";0;137
"tahyra";0;29
"tahys";0,545634920634921;504
"tahyss";0;23
"tai";1;37
"taiana";0;58
"taib";1;79
"taiba";0;28
"taieb";1;361
"taïeb";1;33
"taig";1;29
"taïg";1;63
"taila";0;23
"taïla";0;20
"taily";0;20
"tailys";0;21
"taïlys";0;26
"taim";1;39
"taïm";1;65
"taima";0;57
"taïma";0;29
"taina";0;1559
"taïna";0;767
"taini";0;26
"taino";1;20
"tainy";0;39
"taira";0;54
"taïra";0;65
"tairic";1;22
"tairick";1;69
"taïrick";1;23
"tairik";1;21
"tairon";1;32
"taïron";1;43
"tairou";1;20
"taïrys";1;33
"tais";0,151315789473684;760
"taïs";0,29483282674772;658
"taiss";0;37
"taïss";0;35
"taissa";0;88
"taïssa";0;69
"taissia";0;101
"taïssia";0;84
"taissir";0;76
"taïssir";0;20
"taissy";0;32
"taïssy";0;24
"taïssya";0;20
"taj";1;42
"takeshi";1;22
"takfarinas";1;21
"taki";1;26
"taklit";0;53
"tako";0;174
"takoua";0;25
"takuma";1;24
"takumi";1;40
"takwa";0;101
"tal";0,257142857142857;280
"tala";0;113
"talal";1;210
"talan";1;21
"talat";1;34
"taleb";1;42
"talel";1;152
"talha";1;430
"talhia";0;44
"talhya";0;21
"tali";0;295
"talia";0;2527
"taliah";0;39
"taliana";0;90
"taliane";0,450980392156863;51
"talib";1;31
"talibe";1;33
"talicia";0;21
"talie";0;53
"taliesin";1;21
"talina";0;279
"taline";0;274
"talip";1;67
"talissa";0;63
"talita";0;74
"talitha";0;74
"taliya";0;70
"taliyah";0;34
"talla";1;27
"tallal";1;24
"tallia";0;149
"tallulah";0;120
"tally";0;47
"tallya";0;48
"taly";0;100
"talya";0;1305
"talyah";0;68
"talyana";0;77
"talyna";0;89
"talyssa";0;34
"tam";0,519230769230769;104
"tama";0,714285714285714;77
"tamani";0;23
"tamar";0;188
"tamara";0;4525
"tamarah";0;34
"tamas";1;20
"tamatea";1;24
"tamatoa";1;49
"tamaya";0;64
"tamba";1;87
"tamer";1;97
"tamera";0;100
"tamia";0;83
"tamika";0;26
"tamila";0;57
"tamilla";0;27
"tamim";1;257
"tamime";1;35
"tamina";0;41
"tamir";1;29
"tamira";0;42
"tamisha";0;21
"tamlyn";0;22
"tammy";0;82
"tamou";0;21
"tamsin";0;26
"tamsir";1;51
"tamya";0;36
"tamyra";0;23
"tan";1;142
"tana";0;65
"tanael";1;68
"tanaël";1;40
"tanais";0;230
"tanaïs";0;100
"tancrede";1;567
"tancrède";1;188
"tanel";1;28
"taneo";1;20
"taner";1;191
"tangi";1;612
"tangui";1;354
"tanguy";1;18024
"tani";1;27
"tania";0;9491
"tanina";0;261
"taninna";0;40
"tanis";0,707070707070707;99
"tanisha";0;90
"tanissia";0;26
"tanit";0;25
"tanita";0;44
"taniya";0;27
"tanja";0;167
"tanju";1;57
"tanneguy";1;202
"tano";1;26
"tansu";0;21
"tantely";1;24
"tany";0,613333333333333;75
"tanya";0;1505
"tanys";1;20
"tanysha";0;38
"tanzila";0;52
"tao";0,989426381178959;3783
"taofik";1;27
"taos";0;65
"taoues";0;36
"taoufic";1;23
"taoufik";1;759
"taoufiq";1;33
"taous";0;386
"taousse";0;36
"tapa";0,44578313253012;83
"taqwa";0;23
"tara";0;2718
"tarah";0;146
"tarak";1;295
"taran";1;40
"tareck";1;50
"tarek";1;2339
"tareq";1;68
"taric";1;29
"tarick";1;75
"tarik";1;3732
"tarike";1;32
"tariq";1;320
"tarkan";1;112
"tarra";0;21
"taryk";1;22
"taryll";1;30
"tarzan";1;33
"tasha";0;60
"tasiana";0;26
"taslim";0,240909090909091;220
"taslima";0;58
"taslime";0;25
"tasmine";0;42
"tasneem";0;74
"tasnim";0,0183663605606573;2069
"tasnîm";0;57
"tasnime";0;1314
"tasnym";0;58
"tasnyme";0;24
"tassadit";0;665
"tassadite";0;146
"tassia";0;21
"tassiana";0;92
"tassilo";1;23
"tassnim";0;131
"tassnime";0;109
"tata";0;93
"tathiana";0;39
"tatiana";0;15803
"tatiane";0;31
"tatianna";0;93
"tatjana";0;146
"tatyana";0;233
"taufik";1;25
"tawan";1;27
"tawba";0;108
"tawfik";1;208
"tawfiq";1;32
"taya";0;52
"tayana";0;165
"tayanna";0;26
"tayba";0;24
"taycir";0;20
"tayeb";1;1206
"tayfun";1;220
"tayfur";1;38
"tayla";0;54
"taylan";1;383
"tayler";1;236
"tayleur";1;26
"taylon";1;32
"taylor";0,688449848024316;1316
"taym";1;155
"tayma";0;72
"taymiya";0;113
"taymiyah";0;24
"taymiyya";0;38
"tayna";0;226
"tayra";0;138
"tayric";1;27
"tayrick";1;189
"tayrik";1;33
"tayris";1;35
"tayron";1;984
"tayrone";1;65
"tayronn";1;55
"taysha";0;23
"taysir";0,412371134020619;97
"tayson";1;289
"tayssa";0;35
"tayssia";0;23
"tayssir";0,345195729537367;281
"tayyib";1;27
"tayyip";1;74
"tcha";1;25
"tchad";1;70
"tchelsy";0;29
"tcheng";1;30
"tchu";1;33
"tea";0;1315
"téa";0;658
"teana";0;93
"téana";0;56
"teani";0;22
"teano";1;67
"tecla";0;65
"ted";1;526
"tedd";1;26
"teddie";0,46969696969697;66
"teddy";0,998379945429741;23456
"tedi";1;20
"tedj";1;34
"tedji";1;33
"tedjy";1;37
